track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit,Unnamed: 0,id,artist_names,name,genres,key,mode,tempo,time_signature,artists_ids,groove_factor,commercial_appeal,energy_dance_ratio,vocal_presence,bpm_category,loudness_normalized,hit_potential_score,acoustic_electric_balance,is_music
Indireta - Acústico,UM44K,114.168,0.194,0.737,0.806,0.777,0.0,0.101,0.0522,-9.522,212851.0,mpb,0.0,,,,,,,,,,,0.51698,0.82718,0.2597054886211513,1.0,1.0,0.8413,0.5969180000000001,0.44599999999999995,1.0
Deixa queimar,Tiê,89.977,0.315,0.568,0.267,0.604,2.01e-05,0.0696,0.027,-15.989,243998.0,mpb,0.0,,,,,,,,,,,0.42846166666666663,0.54691,0.5449826989619377,0.9999799,0.0,0.7335166666666666,0.429791,0.792,1.0
Monocromia,Lorena Chaves,79.997,0.407,0.757,0.707,0.599,0.0,0.171,0.13,-10.428,170064.0,mpb,0.0,,,,,,,,,,,0.5339283333333332,0.77852,0.5306388526727509,1.0,0.0,0.8262,0.6441520000000001,0.802,1.0
Conto as Horas,Hotelo,97.999,0.498,0.711,0.612,0.253,2.49e-06,0.11,0.0272,-10.022,192371.0,mpb,0.0,,,,,,,,,,,0.5682316666666667,0.74458,0.6907073509015257,0.99999751,1.0,0.8329666666666667,0.630658,0.506,1.0
Dia Branco - Ao Vivo,Alceu Valença;Orquestra Ouro Preto,108.825,0.592,0.51,0.722,0.341,3.42e-06,0.776,0.0287,-10.274,243000.0,mpb,0.0,,,,,,,,,,,0.513975,0.78606,1.1384615384615384,0.99999658,1.0,0.8287666666666667,0.604606,0.682,1.0
Bom Demais Para Não Crer,Netto;Isaias Saad,144.001,0.688,0.463,0.215,0.151,0.0,0.121,0.0584,-6.968,377266.0,mpb,0.0,,,,,,,,,,,0.5779016666666666,0.6163199999999999,1.4545454545454544,1.0,3.0,0.8838666666666666,0.496232,0.30200000000000005,1.0
Algum Dia - Ao Vivo,Capital Inicial,108.998,0.679,0.612,0.333,0.547,1.39e-05,0.915,0.0265,-6.359,203533.0,mpb,0.0,,,,,,,,,,,0.5913633333333334,0.6696099999999999,1.0916398713826367,0.9999861,1.0,0.8940166666666667,0.5820609999999999,0.9059999999999999,1.0
Certeza - Ao Vivo,Mariana Nolasco,188.337,0.678,0.273,0.384,0.404,7.04e-06,0.702,0.0531,-6.427,191839.0,mpb,0.0,,,,,,,,,,,0.5399,0.68933,2.3957597173144873,0.99999296,3.0,0.8928833333333334,0.458333,0.808,1.0
Estava Ali,Terno Rei,138.019,0.523,0.561,0.372,0.34,0.00844,0.155,0.032,-9.023,163000.0,mpb,0.0,,,,,,,,,,,0.5674316666666667,0.65857,0.9159369527145358,0.99156,2.0,0.8496166666666667,0.521557,0.68,1.0
Uma Canção Pra Você (Jaqueta Amarela),As Baías,187.324,0.519,0.508,0.387,0.298,0.0,0.0851,0.0665,-7.159,316108.0,mpb,0.0,,,,,,,,,,,0.6097,0.6832100000000001,1.001930501930502,1.0,3.0,0.8806833333333334,0.504621,0.596,1.0
E o Meu Peito Mais Aberto Que o Mar da Bahia,Vanguart,127.249,0.663,0.299,0.427,0.0288,0.0,0.48,0.0409,-7.279,289560.0,mpb,0.0,,,,,,,,,,,0.4604816666666667,0.69801,2.145631067961165,1.0,2.0,0.8786833333333334,0.47370100000000004,0.057599999999999985,1.0
Andança,Diogo Nogueira,143.994,0.699,0.633,0.591,0.654,0.000146,0.207,0.0369,-6.06,212739.0,mpb,0.0,,,,,,,,,,,0.6661900000000001,0.7757999999999998,1.0870917573872472,0.999854,3.0,0.8989999999999999,0.6586799999999999,0.692,1.0
Bem Que Se Quis,MAR ABERTO,104.966,0.0787,0.618,0.391,0.521,0.0,0.112,0.0497,-17.127,183405.0,mpb,0.0,,,,,,,,,,,0.4075533333333333,0.58513,0.12531847133757962,1.0,1.0,0.7145500000000001,0.40752299999999997,0.958,1.0
O Que é Que Há?,Ana Carolina,82.078,0.416,0.549,0.547,0.708,0.0,0.126,0.0278,-9.398,221297.0,mpb,0.0,,,,,,,,,,,0.4360966666666667,0.72482,0.7441860465116278,1.0,0.0,0.8433666666666667,0.526282,0.5840000000000001,1.0
O Portão,Luiza Possi,166.03,0.886,0.346,0.52,0.11,0.0,0.834,0.289,-5.869,234520.0,mpb,0.0,,,,,,,,,,,0.6155166666666667,0.7493099999999999,2.4887640449438204,1.0,3.0,0.9021833333333333,0.583131,0.21999999999999997,1.0
Anjo,Dalto,203.973,0.389,0.378,0.204,0.685,0.000192,0.134,0.0384,-11.573,197906.0,mpb,0.0,,,,,,,,,,,0.5057,0.56587,1.0025773195876289,0.999808,,0.8071166666666667,0.36528700000000003,0.6299999999999999,1.0
Toda Forma de Amor - Ao Vivo,Lulu Santos,137.161,0.805,0.516,0.514,0.0422,0.0203,0.585,0.0313,-9.143,220640.0,mpb,0.0,,,,,,,,,,,0.6281016666666667,0.71417,1.5304182509505704,0.9797,2.0,0.8476166666666667,0.6221169999999999,0.08440000000000003,1.0
Ponta de dor - Ao vivo,Jorge Aragão,99.673,0.748,0.523,0.762,0.678,1.42e-05,0.974,0.119,-10.366,180933.0,mpb,0.0,,,,,,,,,,,0.5520216666666666,0.80114,1.4033771106941837,0.9999858,1.0,0.8272333333333334,0.666114,0.6439999999999999,1.0
Enche-me Com Teu Poder - Ao Vivo,Netto;Jéssica Augusto,140.025,0.757,0.49,0.332,0.332,0.0,0.505,0.04,-6.61,350840.0,mpb,0.0,,,,,,,,,,,0.605475,0.6667000000000001,1.514,1.0,3.0,0.8898333333333334,0.55617,0.664,1.0
Tartaruga e o Lobo,Palavra Cantada,93.79,0.304,0.759,0.857,0.828,2.38e-05,0.145,0.0638,-12.332,210083.0,mpb,0.0,,,,,,,,,,,0.5270166666666667,0.81948,0.3953185955786736,0.9999762,1.0,0.7944666666666667,0.6481480000000001,0.3440000000000001,1.0
Encaixe,OUTROEU,94.014,0.464,0.624,0.353,0.358,0.00214,0.119,0.0247,-11.628,145828.0,mpb,0.0,,,,,,,,,,,0.50789,0.6249199999999999,0.7318611987381703,0.99786,1.0,0.8062,0.521892,0.716,1.0
Coração Bobo,Alceu Valença,107.82,0.775,0.609,0.667,0.403,0.0,0.0503,0.0551,-6.605,222533.0,mpb,0.0,,,,,,,,,,,0.6166999999999999,0.80075,1.2520193861066236,1.0,1.0,0.8899166666666666,0.6895749999999999,0.806,1.0
Espera a Primavera - Acústico,Nando Reis,143.083,0.679,0.664,0.817,0.654,2.42e-05,0.165,0.0384,-10.667,254878.0,mpb,0.0,,,,,,,,,,,0.6741716666666667,0.8201299999999999,1.0074183976261128,0.9999758,3.0,0.8222166666666666,0.714713,0.692,1.0
Comparsas/O Pequenez E O Pit Bull,Ana Carolina;Seu Jorge,95.453,0.653,0.532,0.662,0.238,0.0,0.707,0.489,-10.707,297160.0,mpb,0.0,,,,,,,,,,,0.5209883333333333,0.75773,1.2047970479704797,1.0,1.0,0.82155,0.616873,0.476,0.0
A Moça do Sonho,Chico Buarque,128.882,0.181,0.444,0.306,0.899,0.0,0.181,0.0376,-10.341,166613.0,mpb,0.0,,,,,,,,,,,0.39110333333333336,0.6189899999999999,0.3986784140969163,1.0,2.0,0.82765,0.354999,0.20199999999999996,1.0
Dona Da Minha Cabeça - Ao Vivo,Geraldo Azevedo,142.064,0.693,0.57,0.614,0.611,0.0,0.97,0.0841,-5.234,241600.0,mpb,0.0,,,,,,,,,,,0.6296733333333333,0.79326,1.1948275862068964,1.0,3.0,0.9127666666666666,0.638026,0.778,1.0
Mauricio,Legião Urbana,150.995,0.559,0.543,0.682,0.012,0.00318,0.151,0.031,-14.523,198133.0,mpb,0.0,,,,,,,,,,,0.5908583333333334,0.72757,1.0108499095840868,0.99682,3.0,0.75795,0.5940570000000001,0.02400000000000002,1.0
Aquela Velha Canção,Marisa Monte,106.082,0.487,0.598,0.408,0.789,0.0,0.215,0.028,-7.325,201413.0,mpb,0.0,,,,,,,,,,,0.5219033333333333,0.68995,0.8009868421052632,1.0,1.0,0.8779166666666666,0.535895,0.42199999999999993,1.0
Jesucristo (Jesús Cristo),Roberto Carlos,104.749,0.443,0.538,0.731,0.198,0.0,0.0877,0.0615,-15.545,197066.0,mpb,0.0,,,,,,,,,,,0.4764816666666667,0.73695,0.8083941605839415,1.0,1.0,0.7409166666666667,0.567995,0.396,1.0
Amor de Índio - Ao Vivo,Roupa Nova,107.249,0.763,0.447,0.579,0.267,0.0,0.972,0.0563,-8.701,203666.0,mpb,0.0,,,,,,,,,,,0.5311483333333333,0.74459,1.6695842450765863,1.0,1.0,0.8549833333333333,0.5979589999999999,0.534,1.0
O menino,Luiz Melodia,112.489,0.784,0.543,0.966,0.345,0.0,0.22,0.112,-7.53,159880.0,mpb,0.0,,,,,,,,,,,0.5941816666666667,0.9111,1.4177215189873418,1.0,1.0,0.8744999999999999,0.7367100000000001,0.69,1.0
Só De Você,Rita Lee;Roberto De Carvalho,132.211,0.314,0.639,0.596,0.846,1.54e-05,0.0712,0.0334,-17.207,253826.0,mpb,0.0,,,,,,,,,,,0.5340516666666667,0.66633,0.48382126348228044,0.9999846,2.0,0.7132166666666666,0.535633,0.30800000000000005,1.0
Astronauta (feat. Gabriel Pensador),Lulu Santos;Gabriel Pensador,95.21,0.523,0.689,0.386,0.118,0.000375,0.96,0.0666,-10.138,303733.0,mpb,0.0,,,,,,,,,,,0.5600833333333333,0.65302,0.7482117310443491,0.999625,1.0,0.8310333333333334,0.575002,0.236,1.0
Dê Um Rolê - Ao Vivo,Novos Baianos,138.276,0.55,0.522,0.391,0.188,0.0,0.754,0.0662,-9.911,196533.0,mpb,0.0,,,,,,,,,,,0.5564600000000001,0.6572899999999999,1.0338345864661656,1.0,2.0,0.8348166666666667,0.517729,0.376,1.0
Segredo,Luiz Melodia,168.515,0.397,0.359,0.554,0.608,0.000396,0.129,0.0323,-10.849,204600.0,mpb,0.0,,,,,,,,,,,0.4794583333333333,0.7131099999999999,1.075880758807588,0.999604,3.0,0.8191833333333333,0.444811,0.784,1.0
De Volta pro Futuro - Ao Vivo,Roupa Nova,79.658,0.553,0.429,0.444,0.472,0.0,0.869,0.0306,-9.54,291800.0,mpb,0.0,,,,,,,,,,,0.4131633333333333,0.6821999999999999,1.2596810933940776,1.0,0.0,0.841,0.49452,0.944,1.0
Tempo Perdido,Paulo Ricardo,95.004,0.931,0.593,0.553,0.00515,0.0115,0.126,0.0381,-4.896,241560.0,mpb,0.0,,,,,,,,,,,0.6341399999999999,0.77224,1.5439469320066337,0.9885,1.0,0.9184,0.704324,0.010299999999999976,1.0
Pra jogar no oceano,Paulinho Da Viola,96.618,0.731,0.603,0.936,0.819,6.14e-06,0.13,0.0759,-8.621,225960.0,mpb,0.0,,,,,,,,,,,0.58183,0.88819,1.1924959216965743,0.99999386,1.0,0.8563166666666666,0.736519,0.3620000000000001,1.0
Abertura / Quando Acabar O Maluco Sou Eu,Raul Seixas,132.848,0.667,0.697,0.787,0.0278,0.0,0.361,0.0527,-8.417,224400.0,mpb,0.0,,,,,,,,,,,0.6700133333333333,0.83063,0.9434229137199436,1.0,2.0,0.8597166666666667,0.719363,0.05559999999999998,1.0
Reflexão - Ao vivo,Jorge Aragão,92.253,0.87,0.376,0.733,0.684,0.105,0.725,0.0561,-8.262,250800.0,mpb,0.0,,,,,,,,,,,0.5027550000000001,0.81058,2.2538860103626943,0.895,1.0,0.8623,0.639058,0.6319999999999999,1.0
Massarandupió,Chico Buarque;Chico Brown,117.953,0.386,0.622,0.431,0.804,1.32e-05,0.308,0.0408,-9.587,163680.0,mpb,0.0,,,,,,,,,,,0.5233883333333333,0.67653,0.6107594936708861,0.9999868,1.0,0.8402166666666666,0.518453,0.3919999999999999,1.0
E Não Vou Mais Deixar Você Tão Só,Paulo Ricardo,172.589,0.364,0.586,0.227,0.0139,0.0189,0.125,0.0402,-12.268,246600.0,mpb,0.0,,,,,,,,,,,0.5898483333333333,0.56812,0.610738255033557,0.9811,3.0,0.7955333333333333,0.445812,0.027800000000000047,1.0
Simples De Coração,Engenheiros Do Hawaii,182.216,0.654,0.38,0.456,0.0121,1.19e-06,0.0605,0.032,-8.475,236173.0,mpb,0.0,,,,,,,,,,,0.5862,0.69765,1.676923076923077,0.99999881,3.0,0.85875,0.5091650000000001,0.0242,1.0
Surra de chicote,Luiz Melodia,129.836,0.501,0.674,0.891,0.171,0.0,0.0738,0.0393,-10.292,207453.0,mpb,0.0,,,,,,,,,,,0.6036933333333334,0.85348,0.7324561403508771,1.0,2.0,0.8284666666666667,0.683448,0.3420000000000001,1.0
Conto De Areia,Clara Nunes,80.601,0.562,0.61,0.908,0.487,0.0,0.0855,0.0338,-8.038,219426.0,mpb,0.0,,,,,,,,,,,0.507935,0.8828200000000002,0.906451612903226,1.0,0.0,0.8660333333333334,0.682482,0.974,1.0
Me dá um Beijo - Ao Vivo,Alceu Valença;Elba Ramalho;Geraldo Azevedo,143.811,0.703,0.545,0.652,0.369,0.0,0.652,0.0415,-8.1,209360.0,mpb,0.0,,,,,,,,,,,0.623085,0.7798,1.2666666666666664,1.0,3.0,0.865,0.6372800000000001,0.738,1.0
Do It,Lenine,145.226,0.878,0.569,0.53,0.214,2.84e-06,0.98,0.11,-7.78,210560.0,mpb,0.0,,,,,,,,,,,0.6899433333333332,0.7342,1.516407599309154,0.99999716,3.0,0.8703333333333333,0.67042,0.42799999999999994,1.0
Contacto Com o Mundo Racional,Tim Maia,111.179,0.352,0.676,0.509,0.208,0.0,0.128,0.0367,-10.402,181866.0,mpb,0.0,,,,,,,,,,,0.5288983333333334,0.69958,0.5131195335276967,1.0,1.0,0.8266333333333333,0.547758,0.4159999999999999,1.0
Larga Esse Boy,Johnny Hooker;Jáder,159.949,0.785,0.684,0.685,0.344,0.000262,0.206,0.0533,-4.782,197341.0,mpb,0.0,,,,,,,,,,,0.7440816666666668,0.82618,1.1311239193083573,0.999738,3.0,0.9203,0.728718,0.688,1.0
Amor-Perfeito,Terno Rei,101.969,0.44,0.752,0.406,0.477,0.222,0.0844,0.035,-8.136,166000.0,mpb,0.0,,,,,,,,,,,0.5779483333333333,0.68104,0.5774278215223098,0.778,1.0,0.8644000000000001,0.582104,0.954,1.0
Outono,Melim;Djavan,75.007,0.293,0.302,0.146,0.952,0.0,0.114,0.0317,-9.702,204007.0,mpb,0.0,,,,,,,,,,,0.26391166666666666,0.56138,0.9391025641025641,1.0,0.0,0.8383,0.294038,0.09600000000000009,1.0
Diamante,Pitty;Drik Barbosa;WEKS,145.96,0.706,0.535,0.507,0.26,0.0,0.139,0.0711,-4.889,224522.0,mpb,0.0,,,,,,,,,,,0.6225666666666667,0.75391,1.295412844036697,1.0,3.0,0.9185166666666666,0.602591,0.52,1.0
Só Eu e Você na Pista - Tomás Tróia Remix,Illy;DUDA BEAT;Tomás Tróia,91.997,0.726,0.686,0.711,0.0231,2.22e-06,0.0566,0.0579,-5.925,223106.0,mpb,0.0,,,,,,,,,,,0.6141283333333333,0.8251499999999999,1.0431034482758619,0.99999778,1.0,0.90125,0.7169150000000001,0.04620000000000002,1.0
Nossos Planos,Roberta Sá,144.007,0.763,0.783,0.499,0.401,0.00333,0.089,0.04,-6.511,176968.0,mpb,0.0,,,,,,,,,,,0.7604116666666667,0.73449,0.9621689785624211,0.99667,3.0,0.8914833333333333,0.715349,0.802,1.0
É Ela (Ao Vivo),O Teatro Mágico,118.06,0.724,0.714,0.621,0.645,9.57e-05,0.884,0.0432,-8.252,225800.0,mpb,0.0,,,,,,,,,,,0.6709666666666666,0.7658799999999999,1.0,0.9999043,1.0,0.8624666666666666,0.703588,0.71,1.0
João E Maria (Ao Vivo),Chico Buarque,105.556,0.516,0.343,0.447,0.392,3.56e-05,0.981,0.0444,-9.701,185466.0,mpb,0.0,,,,,,,,,,,0.40222666666666673,0.6817900000000001,1.4617563739376769,0.9999644,1.0,0.8383166666666667,0.44957900000000006,0.784,1.0
Bichos escrotos,Titãs,144.632,0.858,0.586,0.812,0.00527,0.000244,0.0826,0.0493,-12.67,195173.0,mpb,0.0,,,,,,,,,,,0.6914533333333334,0.7981,1.4395973154362416,0.999756,3.0,0.7888333333333333,0.73401,0.010539999999999994,1.0
Mal de Mim,Djavan,153.904,0.337,0.581,0.385,0.866,0.000152,0.0839,0.0283,-11.335,197973.0,mpb,0.0,,,,,,,,,,,0.5481066666666667,0.6406499999999999,0.5702199661590526,0.999848,3.0,0.8110833333333333,0.474565,0.268,1.0
Polícia,Titãs,101.051,0.915,0.682,0.789,0.00193,0.00793,0.096,0.0454,-3.633,260866.0,mpb,0.0,,,,,,,,,,,0.6839183333333334,0.87927,1.3222543352601155,0.99207,1.0,0.93945,0.7930270000000001,0.0038599999999999746,1.0
A Carta (Ao Vivo),Djavan,93.784,0.86,0.66,0.742,0.124,2.35e-06,0.948,0.0593,-6.883,349866.0,mpb,0.0,,,,,,,,,,,0.6443066666666668,0.8279699999999999,1.2835820895522387,0.99999765,1.0,0.8852833333333333,0.753197,0.248,1.0
Me Abraça - Ao Vivo,Banda Eva,100.295,0.646,0.415,0.662,0.663,0.0,0.291,0.036,-8.148,135693.0,mpb,0.0,,,,,,,,,,,0.4684583333333333,0.78332,1.52,1.0,1.0,0.8642000000000001,0.570532,0.6739999999999999,1.0
Bicho-Folha e Bicho-Pau,Palavra Cantada,79.041,0.475,0.691,0.791,0.596,1.16e-06,0.145,0.0801,-7.743,148686.0,mpb,0.0,,,,,,,,,,,0.519735,0.83897,0.6776034236804565,0.99999884,0.0,0.87095,0.660997,0.808,1.0
Pois é,Los Hermanos,116.115,0.328,0.664,0.337,0.101,0.0107,0.0954,0.0278,-8.88,204026.0,mpb,0.0,,,,,,,,,,,0.523925,0.646,0.486646884272997,0.9893,1.0,0.852,0.496,0.20199999999999996,1.0
São Jorge,Mc Tha;Comunidade Jongo Dito Ribeiro;Sueide Kintê,106.068,0.724,0.598,0.187,0.0351,0.0,0.164,0.0356,-6.6,194717.0,mpb,0.0,,,,,,,,,,,0.59298,0.6088,1.1907894736842106,1.0,1.0,0.89,0.55468,0.07020000000000004,1.0
Aquele Abraco,Gilberto Gil,110.416,0.765,0.829,0.927,0.588,0.015,0.0642,0.0551,-13.297,230079.0,mpb,0.0,,,,,,,,,,,0.7280266666666666,0.8378300000000001,0.9117997616209774,0.985,1.0,0.7783833333333334,0.830283,0.8240000000000001,1.0
Me Veja,Rachel Reis;Illy,104.989,0.678,0.8,0.946,0.0409,0.0343,0.154,0.0665,-10.473,159010.0,mpb,0.0,,,,,,,,,,,0.6783816666666667,0.87367,0.837037037037037,0.9657,1.0,0.82545,0.7999670000000001,0.08179999999999998,1.0
Cadê Dalila - Ao Vivo Em São Paulo / 2018,Ivete Sangalo,87.506,0.873,0.619,0.442,0.00225,9e-06,0.614,0.0405,-7.428,128893.0,mpb,0.0,,,,,,,,,,,0.6172433333333333,0.70252,1.3879173290937996,0.999991,0.0,0.8762000000000001,0.668152,0.0044999999999999485,1.0
Às Vezes um Clichê,Maglore,124.932,0.816,0.659,0.874,0.0889,1.05e-05,0.193,0.0274,-4.524,200444.0,mpb,0.0,,,,,,,,,,,0.68252,0.9043599999999999,1.2197309417040356,0.9999895,2.0,0.9246,0.773636,0.17779999999999996,1.0
Nosso Próprio Chão,Jorge Vercillo;Péricles,171.736,0.61,0.603,0.775,0.621,0.0,0.267,0.0553,-8.633,224053.0,mpb,0.0,,,,,,,,,,,0.6707266666666667,0.8236700000000001,0.9951060358890701,1.0,3.0,0.8561166666666667,0.661567,0.758,1.0
Mandou Bem - Acústico,Jota Quest,116.019,0.819,0.75,0.689,0.536,0.00132,0.665,0.0335,-9.839,299163.0,mpb,0.0,,,,,,,,,,,0.7140650000000001,0.77721,1.0776315789473683,0.99868,1.0,0.8360166666666667,0.7612210000000001,0.9279999999999999,1.0
Abre um Sorriso pra Mim - Ao Vivo,Sabrina Lopes;MAR ABERTO,121.959,0.388,0.809,0.502,0.561,0.0,0.181,0.0304,-7.569,186311.0,mpb,0.0,,,,,,,,,,,0.6241650000000001,0.7251099999999999,0.47374847374847373,1.0,2.0,0.8738499999999999,0.6129110000000001,0.8779999999999999,1.0
Lourinha Bombril (Parate Y Mira),Os Paralamas Do Sucesso,168.451,0.891,0.625,0.805,0.0175,0.000112,0.199,0.0483,-9.239,158906.0,mpb,0.0,,,,,,,,,,,0.7605516666666666,0.8296100000000001,1.4031496062992126,0.999888,3.0,0.8460166666666666,0.761261,0.03500000000000003,1.0
Batuque na Cozinha,Martinho Da Vila,90.688,0.678,0.771,0.961,0.735,0.0,0.189,0.291,-10.703,178373.0,mpb,0.0,,,,,,,,,,,0.6400466666666667,0.87737,0.8681177976952625,1.0,1.0,0.8216166666666667,0.7917370000000001,0.53,1.0
Esta Tarde Vi Llover,Roberto Carlos,140.192,0.406,0.32,0.245,0.883,0.000799,0.218,0.0282,-7.515,203666.0,mpb,0.0,,,,,,,,,,,0.41545333333333334,0.62285,1.2303030303030302,0.999201,3.0,0.87475,0.361085,0.23399999999999999,1.0
"Dois Pra Lá, Dois Pra Cá",Elis Regina,96.644,0.363,0.652,0.478,0.586,0.000219,0.0661,0.0433,-8.62,266733.0,mpb,0.0,,,,,,,,,,,0.4959733333333334,0.7050000000000001,0.5483383685800604,0.999781,1.0,0.8563333333333334,0.5358,0.8280000000000001,1.0
Me Deixa (feat. Marcelo Falcão) - Ao Vivo,Jota Quest;Marcelo Falcão,119.922,0.945,0.473,0.51,0.0402,0.000181,0.766,0.14,-5.647,440346.0,mpb,0.0,,,,,,,,,,,0.61987,0.74753,1.9565217391304348,0.999819,1.0,0.9058833333333334,0.649453,0.08040000000000003,1.0
Jesus Salvador - Versão Remasterizada,Roberto Carlos,87.333,0.348,0.355,0.271,0.818,0.00109,0.378,0.0271,-10.982,340426.0,mpb,0.0,,,,,,,,,,,0.327455,0.59858,0.9534246575342465,0.99891,0.0,0.8169666666666667,0.360458,0.3640000000000001,1.0
Naquela Mesa,Otto,130.095,0.746,0.697,0.837,0.246,6.84e-05,0.0726,0.0392,-7.172,248773.0,mpb,0.0,,,,,,,,,,,0.689125,0.86308,1.0551626591230552,0.9999316,2.0,0.8804666666666667,0.756308,0.492,1.0
Samba De Arerê - Ao Vivo,Beth Carvalho,101.589,0.756,0.59,0.87,0.616,0.0,0.713,0.252,-7.578,191880.0,mpb,0.0,,,,,,,,,,,0.5911150000000001,0.87222,1.26,1.0,1.0,0.8736999999999999,0.724022,0.768,1.0
Dentro de um Abraço - Pic Schmitz e Breno Rocha Remix,Jota Quest;Pic Schmitz;Breno Rocha,124.032,0.868,0.705,0.355,0.0102,0.000638,0.799,0.0808,-5.477,158824.0,mpb,0.0,,,,,,,,,,,0.71962,0.68723,1.2139860139860141,0.999362,2.0,0.9087166666666666,0.6821229999999999,0.020399999999999974,1.0
Vou Te Levar Comigo,Biquini Cavadão,90.009,0.771,0.56,0.658,0.105,1.11e-06,0.833,0.0284,-6.631,150666.0,mpb,0.0,,,,,,,,,,,0.5613150000000001,0.7968900000000001,1.3526315789473684,0.99999889,1.0,0.8894833333333333,0.6665890000000001,0.20999999999999996,1.0
O Cio Da Terra - Acústico,Milton Nascimento,79.993,0.184,0.643,0.256,0.904,0.0,0.112,0.0304,-10.913,245367.0,mpb,0.0,,,,,,,,,,,0.4100216666666667,0.5932700000000001,0.2817764165390505,1.0,0.0,0.8181166666666667,0.42292700000000005,0.19199999999999995,1.0
As curvas da estrada de Santos,Kid Abelha,77.46,0.674,0.51,0.422,0.0811,1.28e-06,0.105,0.0296,-6.274,262560.0,mpb,0.0,,,,,,,,,,,0.48630000000000007,0.7060599999999999,1.2961538461538462,0.99999872,0.0,0.8954333333333333,0.561206,0.1622,1.0
Cabô Meu Pai / Uma Prova De Amor / Quando A Gira Girou - Ao Vivo,Diogo Nogueira,107.993,0.728,0.628,0.776,0.736,0.0,0.609,0.0459,-6.87,293653.0,mpb,0.0,,,,,,,,,,,0.6123883333333333,0.8417,1.141065830721003,1.0,1.0,0.8855000000000001,0.70897,0.528,1.0
20 E Poucos Anos - Live,Filipe Catto,74.672,0.466,0.447,0.238,0.667,8.68e-06,0.925,0.0406,-8.746,266773.0,mpb,0.0,,,,,,,,,,,0.38775333333333334,0.60774,1.0196936542669583,0.99999132,0.0,0.8542333333333333,0.42697399999999996,0.6659999999999999,1.0
Amarguras / Ai Que Saudade do Meu Amor / Se Eu For Falar de Tristeza,Diogo Nogueira;Zeca Pagodinho,105.957,0.742,0.694,0.843,0.604,0.0,0.393,0.0669,-6.271,337819.0,mpb,0.0,,,,,,,,,,,0.646195,0.87449,1.0539772727272727,1.0,1.0,0.8954833333333333,0.756249,0.792,1.0
Heavy Metal Do Senhor,Zeca Baleiro,103.777,0.806,0.661,0.775,0.178,4.49e-05,0.117,0.0272,-9.672,242106.0,mpb,0.0,,,,,,,,,,,0.6452616666666667,0.8132800000000001,1.2011922503725783,0.9999551,1.0,0.8388000000000001,0.7425280000000001,0.356,1.0
Petrolina Juazeiro,Alceu Valença,137.939,0.657,0.749,0.847,0.377,0.0,0.136,0.0337,-5.988,214573.0,mpb,0.0,,,,,,,,,,,0.7014983333333333,0.8789199999999999,0.8656126482213439,1.0,2.0,0.9002,0.753992,0.754,1.0
Não vá ainda,Zélia Duncan,78.821,0.413,0.496,0.358,0.697,2.26e-05,0.0682,0.033,-11.456,192920.0,mpb,0.0,,,,,,,,,,,0.40326833333333334,0.6286399999999999,0.8162055335968379,0.9999774,0.0,0.8090666666666666,0.456764,0.6060000000000001,1.0
Quanto Tempo Demora Um Mês - Ao Vivo,Biquini Cavadão,130.024,0.674,0.51,0.177,0.5,0.0125,0.887,0.0298,-6.599,224226.0,mpb,0.0,,,,,,,,,,,0.5739066666666668,0.6048099999999998,1.2961538461538462,0.9875,2.0,0.8900166666666666,0.502081,1.0,1.0
Quando A Gente Chama,Almir Sater;Renato Teixeira,115.032,0.511,0.645,0.554,0.622,0.0,0.161,0.027,-8.542,225420.0,mpb,0.0,,,,,,,,,,,0.56752,0.7361800000000001,0.7801526717557252,1.0,1.0,0.8576333333333334,0.595718,0.756,1.0
Tatu Tá?,Zeca Baleiro;Guilherme Kastrup;Natália Matos,108.037,0.589,0.6,0.5,0.0361,9e-05,0.117,0.0681,-8.277,39682.0,mpb,0.0,,,,,,,,,,,0.5567616666666667,0.71723,0.9655737704918033,0.99991,1.0,0.86205,0.5884229999999999,0.07220000000000004,1.0
Não Olhe Pra Trás - Ao Vivo,Capital Inicial,102.981,0.882,0.484,0.298,0.0444,0.00075,0.974,0.0388,-5.704,289173.0,mpb,0.0,,,,,,,,,,,0.5782349999999999,0.66216,1.785425101214575,0.99925,1.0,0.9049333333333334,0.5840160000000001,0.08879999999999999,1.0
Impossível Acreditar Que Perdi Você,Fábio Jr.,129.944,0.402,0.445,0.231,0.709,2.11e-06,0.108,0.0283,-10.781,217560.0,mpb,0.0,,,,,,,,,,,0.4596733333333333,0.58459,0.8835164835164835,0.99999789,2.0,0.8203166666666667,0.40325900000000003,0.5820000000000001,1.0
Assim assado,Secos & Molhados,93.569,0.464,0.61,0.544,0.0378,0.0,0.0298,0.0695,-14.887,172906.0,mpb,0.0,,,,,,,,,,,0.5001483333333333,0.66873,0.7483870967741936,1.0,1.0,0.7518833333333333,0.558873,0.0756,1.0
Ogum,Serena Assumpção;Gustavo Souza;Tatá Aeroplano;Tulipa Ruiz,128.061,0.44,0.485,0.52,0.601,8.18e-06,0.118,0.401,-8.508,232453.0,mpb,0.0,,,,,,,,,,,0.487935,0.72292,0.888888888888889,0.99999182,2.0,0.8582000000000001,0.5022920000000001,0.798,0.0
