track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit
Borracho y Loco (Lamento Boliviano) - Ao Vivo,Vera Loca,126.435,0.907,0.492,0.732,0.636,2.53e-05,0.903,0.0611,-6.063,311053,brazil,1
Baader-Meinhof Blues,Legião Urbana,189.72,0.831,0.253,0.657,0.012,6.62e-05,0.508,0.0456,-5.41,207533,brazil,1
Do Alto da Pedra,Rosa de Saron,123.914,0.757,0.538,0.298,0.0055,0.0,0.104,0.037,-5.622,279120,brazil,1
Pensamento (Acústico),Cidade Negra,172.055,0.693,0.673,0.965,0.0996,3.17e-05,0.0427,0.0557,-11.27,192440,brazil,1
Vem Cear Comigo,Gerson Rufino,145.989,0.69,0.618,0.252,0.292,0.0,0.202,0.0268,-4.311,243266,brazil,1
Bom É Quando Faz Mal,Matanza,167.999,0.974,0.501,0.588,0.0184,0.0,0.351,0.0909,-2.371,169106,brazil,1
Como Que Ocê Pôde Abandoná Eu?,Pedra Leticia,104.978,0.552,0.856,0.922,0.221,0.0,0.39,0.138,-7.685,166922,brazil,1
Roots Bloody Roots,Sepultura,120.167,0.874,0.435,0.265,0.000337,0.0419,0.311,0.123,-6.664,212253,brazil,0
Maior abandonado (Ao Vivo) - Live,Barão Vermelho,143.041,0.63,0.668,0.904,0.256,0.0267,0.162,0.041,-6.368,163693,brazil,0
Entre a Serpente e a Estrela (Amarillo By Money),Zé Ramalho,119.943,0.585,0.377,0.579,0.366,0.00451,0.242,0.0336,-8.894,179866,brazil,1
Galactic Symphony,Mandragora,99.946,0.794,0.539,0.125,0.0604,0.274,0.18,0.0546,-9.073,322387,brazil,1
Baila,Froid;Nagalli,145.002,0.46,0.8,0.585,0.473,0.00105,0.104,0.0551,-8.735,177103,brazil,1
De Mais Ninguém,Edu Ribeiro,133.949,0.619,0.737,0.588,0.0837,0.0,0.0901,0.0292,-8.131,187226,brazil,1
Te Trago pra Perto de Mim,Konai,90.955,0.265,0.61,0.152,0.921,4.71e-05,0.0949,0.0514,-15.568,171009,brazil,1
Ouro Rosé,UCLÃ;Sueth;Real G;Sos;Duzz;Peunubeat,109.997,0.535,0.826,0.544,0.144,0.0,0.116,0.0711,-7.23,290000,brazil,1
Deus do Furdunço,BK;Nave;El Lif Beatz,104.026,0.646,0.852,0.831,0.0287,3.84e-06,0.0922,0.251,-5.268,148738,brazil,1
"Morra Bem, Viva Rápido",Don L,119.172,0.595,0.523,0.811,0.389,0.00628,0.212,0.394,-7.779,259964,brazil,1
Saudades Mil,509-E;Dexter;Afro-X,76.847,0.589,0.624,0.78,0.302,0.0,0.124,0.281,-6.669,526026,brazil,1
Nossa Música,Ponto De Equilíbrio;Gabriel O Pensador,90.014,0.715,0.723,0.773,0.065,0.0,0.161,0.093,-4.999,232771,brazil,1
Ainda Bem Que Chegou - Acoustic Version,Vitor Kley,91.026,0.66,0.759,0.95,0.256,0.0,0.111,0.0495,-8.412,181978,brazil,1
A Divina Comédia 2,Rap Box;Fabio Brazza;Léo Casa 1;Gigante No Mic;Mano Fler;Zeus,93.36,0.936,0.704,0.742,0.257,0.0,0.257,0.318,-2.582,319992,brazil,1
Estás Entre Nós (feat. Monsenhor Jonas Abib),Eliana Ribeiro;Monsenhor Jonas Abib,126.051,0.401,0.596,0.124,0.654,0.0,0.0913,0.0297,-8.364,272173,brazil,1
Sol Ou Chuva,Forfun,95.968,0.63,0.655,0.753,0.0277,0.000383,0.0935,0.0238,-6.188,205013,brazil,1
Tudo Pro Alto,Charlie Brown Jr.,179.079,0.945,0.215,0.603,0.000639,0.453,0.204,0.0798,-7.201,203093,brazil,1
Cantando pro Santo,Sabotage;Chorão,79.976,0.474,0.889,0.745,0.0304,7.44e-06,0.0887,0.345,-9.017,366413,brazil,1
Longe do Fim,MISAEL,139.905,0.484,0.934,0.666,0.0707,0.0,0.362,0.148,-11.67,222857,brazil,1
Linhas Tortas,Gabriel O Pensador,100.007,0.838,0.747,0.675,0.701,0.0,0.0997,0.235,-4.471,344103,brazil,1
Ele Não Desiste de Você - Ao Vivo,Marquinhos Gomes,139.878,0.753,0.387,0.249,0.189,0.0,0.257,0.0372,-5.281,330506,brazil,1
O Coro Vai Come - Ao Vivo,Charlie Brown Jr.,172.968,0.981,0.511,0.896,0.0301,0.0612,0.747,0.0579,-5.329,128106,brazil,1
A Batalha do Arcanjo,Damares,141.05,0.738,0.645,0.465,0.42,0.0,0.285,0.0336,-3.26,306173,brazil,1
O Leão,Damares;Canção & Louvor,75.891,0.749,0.63,0.573,0.14,0.0,0.0666,0.0744,-5.147,267398,brazil,1
Hoje O Céu Abriu,NX Zero,101.919,0.918,0.56,0.595,0.1,1.07e-06,0.115,0.0344,-3.38,230773,brazil,1
Soldado do Morro,MV Bill,78.078,0.585,0.68,0.541,0.168,0.0,0.248,0.331,-5.989,412395,brazil,1
Perfeito É Quem Te Criou,Vida Reluz,76.167,0.279,0.448,0.198,0.6,0.0,0.252,0.0257,-11.608,350853,brazil,1
Deixe-Me Ir / Tem Café - Ao Vivo,Maneva,176.192,0.714,0.616,0.695,0.243,0.0,0.316,0.311,-3.965,272277,brazil,1
Despreocupa,Kiara Vitória,134.886,0.582,0.498,0.308,0.512,0.0,0.246,0.031,-5.62,310635,brazil,1
Novas Auroras,Nação Zumbi,106.991,0.681,0.706,0.52,0.000779,0.00034,0.219,0.0274,-8.512,210880,brazil,1
Alguém Que Te Faz Sorrir,Fresno,104.012,0.507,0.588,0.236,0.702,0.0,0.121,0.0259,-6.357,196906,brazil,1
Canção Ao Cordeiro - Ao Vivo,Israel Salazar;Gabriel Guedes de Almeida,133.993,0.532,0.393,0.225,0.0122,0.0,0.111,0.0412,-11.796,365206,brazil,1
Lourinha Bombril,Os Paralamas Do Sucesso,168.459,0.907,0.615,0.8,0.0194,5.59e-05,0.279,0.042,-9.234,158933,brazil,1
Regaço Acolhedor,Camila Holanda,99.182,0.309,0.328,0.204,0.867,0.0,0.0889,0.0276,-7.732,179828,brazil,1
Poderoso Deus,Tony Allysson,139.816,0.553,0.488,0.217,0.52,9.49e-06,0.16,0.0306,-6.097,290600,brazil,1
De Fé - Ao Vivo,Humberto Gessinger,80.189,0.695,0.541,0.469,0.655,0.000228,0.937,0.0301,-6.633,205480,brazil,1
Tá na Mão de Deus,Aurelina Dourado,145.067,0.79,0.689,0.747,0.588,0.00181,0.089,0.0284,-4.876,266916,brazil,1
Olha O Sol,Maneva,127.986,0.517,0.796,0.803,0.494,0.0,0.134,0.0793,-8.032,173565,brazil,1
Proibida Pra Mim,Zeca Baleiro,132.839,0.361,0.65,0.54,0.722,0.0,0.097,0.0328,-10.614,195000,brazil,1
Eu Sou do Mar - Ao Vivo,Armandinho;Vitor Isensee,146.056,0.762,0.72,0.954,0.185,0.0,0.673,0.0731,-6.822,275969,brazil,1
Pai,Marcos Antônio,117.048,0.574,0.655,0.577,0.327,0.0,0.366,0.031,-7.261,330804,brazil,1
Cocaína,Sabotage;Sombra;Bastardo,90.978,0.708,0.901,0.805,0.133,0.0,0.171,0.27,-7.171,298653,brazil,1
Abra os Olhos do Meu Coração - Ao Vivo em Curitiba,David Quinlan,111.734,0.765,0.333,0.411,0.0173,0.0,0.191,0.0431,-7.748,511226,brazil,1
Ao Monte,Thiago Brado;Frei Gilson,93.987,0.303,0.495,0.226,0.824,1.83e-06,0.0778,0.0261,-10.263,368300,brazil,1
Despreocupa,Kiara Vitória,134.823,0.581,0.499,0.318,0.513,0.0,0.243,0.0309,-5.614,310635,brazil,1
Gratidão - Ao Vivo,Ministério Adoração e Vida,73.026,0.325,0.536,0.322,0.796,2.46e-05,0.363,0.0273,-7.192,254533,brazil,1
O tempo não para,Barão Vermelho,136.627,0.694,0.525,0.42,0.0474,0.0,0.738,0.0372,-7.208,272173,brazil,1
Favela Vive 2,ADL;BK;MV Bill;Funkero,105.694,0.568,0.713,0.668,0.0545,8.15e-06,0.178,0.128,-4.08,422884,brazil,1
Tua Presença Cura,Ana Gabriela,140.045,0.602,0.485,0.123,0.163,0.0,0.0907,0.0271,-4.076,341524,brazil,1
Nós Vamos Invadir Sua Praia,Ultraje a Rigor,167.889,0.98,0.292,0.517,0.000502,0.00126,0.988,0.225,-5.588,328200,brazil,1
Rompendo em Fé,Comunidade Evangélica Internacional da Zona Sul,67.864,0.59,0.488,0.368,0.439,0.0,0.486,0.0356,-8.525,352943,brazil,1
Petróleo Do Futuro,Legião Urbana,202.869,0.802,0.224,0.338,0.00831,0.00217,0.228,0.102,-10.58,182933,brazil,1
Deus do Secreto,Ministério Sarando a Terra Ferida,125.898,0.619,0.466,0.167,0.404,0.0,0.988,0.0298,-5.061,370172,brazil,1
Nicole,Choice;Xamã,89.343,0.487,0.476,0.243,0.344,0.0,0.105,0.495,-12.065,358953,brazil,1
Dancing,Dubdogz;Liu;Dubdisko,124.018,0.849,0.813,0.535,0.0162,0.000108,0.0765,0.0617,-4.719,162459,brazil,1
Pai Eu Não Confio em Mim,Thalles Roberto,120.024,0.741,0.602,0.571,0.213,0.0,0.0861,0.0448,-3.308,359306,brazil,1
Antes dos Gigantes Chegarem,BK;JXNV$;Juyè;Luccas Carlos,115.827,0.647,0.517,0.485,0.581,5.05e-06,0.122,0.279,-6.223,305002,brazil,1
Paraíso Que Me Cerca,BK;JXNV$;Mayra Andrade,118.047,0.676,0.816,0.0845,0.701,0.0139,0.201,0.0708,-5.682,217647,brazil,1
Rap du Bom Parte II - Mús. Incid.: Odara,Rappin' Hood;Caetano Veloso,95.014,0.712,0.881,0.656,0.414,0.000105,0.113,0.171,-6.392,435141,brazil,1
Obrigado Vida - Acústico,3030,84.995,0.457,0.745,0.48,0.723,1.56e-05,0.101,0.209,-11.831,197000,brazil,1
Peixes,Xamã;Bagua Records;Portugal No Beat;Xavi,122.05,0.636,0.858,0.647,0.107,0.0,0.127,0.0897,-4.99,159344,brazil,1
comigo,Leonardo Gonçalves;Kemuel,81.051,0.441,0.522,0.315,0.821,0.00191,0.106,0.0253,-10.005,293018,brazil,1
Dentro De Um Instante,3030,75.015,0.495,0.736,0.437,0.653,3.5e-05,0.12,0.0774,-9.999,204800,brazil,1
Uma vida só - Ao vivo,O Rappa,92.148,0.898,0.46,0.746,0.0112,0.00108,0.649,0.0412,-4.922,235864,brazil,1
vila rica,Don L;Mateus Fazeno Rock,145.002,0.626,0.509,0.407,0.345,1.54e-05,0.292,0.0383,-5.953,241243,brazil,1
Abram-se os Caminhos,Edi Rock;Bagua Records;Alexandre Carlo;Marcelo Falcão,75.004,0.833,0.708,0.701,0.0262,6.73e-05,0.12,0.227,-5.125,274160,brazil,1
Questão de Tempo,Yago Oproprio;Skeeter Beats,94.228,0.509,0.813,0.554,0.766,0.0,0.104,0.463,-12.016,171375,brazil,1
Alameda Weed,Costa Gold;Wentz,120.041,0.693,0.87,0.5,0.596,0.0,0.231,0.327,-7.428,268195,brazil,1
Águas Purificadoras - Ao Vivo,Diante do Trono;Ana Paula Valadão,137.437,0.457,0.334,0.3,0.629,0.0,0.105,0.0304,-8.338,965137,brazil,1
Filho de Davi,Tony Allysson,137.98,0.635,0.578,0.343,0.661,0.0,0.138,0.0278,-5.335,353986,brazil,1
Belíssimo Esposo,Comunidade Católica Shalom,84.025,0.229,0.547,0.293,0.821,0.0,0.119,0.0284,-8.393,426906,brazil,1
Casa,Colo de Deus,139.935,0.464,0.515,0.3,0.819,0.0,0.0936,0.0282,-12.191,299159,brazil,1
Eis-Me Aqui,Colo de Deus,129.716,0.372,0.408,0.109,0.804,0.0,0.15,0.0419,-9.439,208752,brazil,1
A Banca (Ratatá É Bicho Solto) - Ao Vivo,Charlie Brown Jr.;RZO,109.246,0.898,0.557,0.827,0.551,0.0,0.81,0.25,-5.109,240200,brazil,1
Não vou duvidar,Marquinhos Gomes,137.883,0.782,0.646,0.641,0.634,0.0,0.128,0.0366,-4.422,207826,brazil,1
Vários holofotes - Ao vivo,O Rappa,105.699,0.892,0.592,0.616,0.154,0.00376,0.976,0.0474,-6.205,280265,brazil,0
Só Posso Dizer (São Paulo),Nando Reis,73.931,0.541,0.511,0.719,0.398,0.0,0.0986,0.0316,-8.841,198765,brazil,1
De Borest,Kuase Nada,126.986,0.729,0.499,0.841,0.12,0.0,0.269,0.0477,-4.136,264475,brazil,0
Quinta-Feira,Charlie Brown Jr.,143.674,0.646,0.724,0.824,0.0977,0.179,0.0647,0.0658,-4.495,290200,brazil,1
A Melhor Hora da Praia,Nação Zumbi;Marisa Monte,89.887,0.649,0.552,0.682,0.226,1.7e-05,0.128,0.0339,-8.352,199693,brazil,0
Caminho da Luz,Mato Seco,150.639,0.663,0.749,0.944,0.243,2.72e-05,0.587,0.0814,-7.825,412356,brazil,0
Pulsos - Ao Vivo,Pitty,125.05,0.851,0.454,0.126,0.153,3.49e-06,0.877,0.054,-5.436,280093,brazil,1
Leve Com Você - Ao Vivo,Natiruts,116.92,0.776,0.51,0.508,0.462,7.67e-06,0.75,0.044,-6.645,203306,brazil,0
"Oh, Quão Lindo esse nome é / Só Tu és Santo / Pra Te adorar - Live 2020",Gabriela Rocha,138.044,0.824,0.284,0.165,0.00712,0.000345,0.0855,0.0781,-4.244,748206,brazil,1
Melhor Lugar: Sessão Acústica,Marcelo Markes,126.957,0.298,0.335,0.105,0.859,0.00183,0.109,0.0328,-12.329,252874,brazil,1
Santo Espírito (Holy Spirit) (feat. Leonardo Gonçalves) - Ao Vivo,Paulo Cesar Baruk;Leonardo Gonçalves,135.963,0.618,0.426,0.209,0.625,5.55e-06,0.484,0.0396,-7.159,513960,brazil,1
Bom Bom Pai,Esther Marcos;Marcelo Markes,144.894,0.326,0.549,0.339,0.693,7.09e-06,0.181,0.0282,-9.176,308946,brazil,1
Era Deus - Ao Vivo,Leandro Borges,136.005,0.825,0.335,0.495,0.254,0.0,0.416,0.0636,-7.009,283257,brazil,1
Quando o sol se for,Detonautas Roque Clube,171.897,0.736,0.543,0.605,0.128,0.0,0.837,0.0382,-8.435,204133,brazil,1
Anna Júlia - Ao Vivo,Los Hermanos,146.753,0.948,0.233,0.444,0.12,0.00261,0.984,0.209,-4.464,226546,brazil,1
Tu És a Fogueira - Ao Vivo,Jhonas Serra,137.002,0.821,0.408,0.221,0.000627,0.0,0.365,0.0468,-5.31,429197,brazil,1
Minha História,Gisele Nascimento,126.013,0.512,0.541,0.221,0.526,0.0,0.114,0.039,-6.918,276549,brazil,1
Guarda Tua Fé (Ao Vivo Em Los Angeles),Aline Barros,98.837,0.419,0.587,0.372,0.761,0.0,0.116,0.0272,-8.807,250586,brazil,1
Faz Chover - Ao Vivo,Trazendo a Arca,133.478,0.617,0.498,0.118,0.277,0.0,0.964,0.0338,-6.98,378493,brazil,1
"Vem, Espirito",Padre Zeca,131.809,0.546,0.382,0.397,0.166,0.0,0.941,0.0499,-10.896,269573,brazil,1
Ele Não Mudou,Kellen Byanca;Kiara Vitória,133.816,0.632,0.559,0.31,0.105,0.0,0.15,0.0309,-4.869,269183,brazil,1
Meio Psicopata,Matanza,92.414,0.995,0.399,0.395,5.8e-05,0.0,0.0231,0.111,-3.916,137306,brazil,1
Ele É Exaltado - Acústico Ao Vivo,Adhemar De Campos;Orquestra Filarmônica de São Caetano do Sul,168.074,0.401,0.184,0.265,0.753,1.2e-06,0.608,0.0296,-10.391,203360,brazil,1
Eu me Rendo,Renascer Praise,150.013,0.568,0.358,0.23,0.0719,0.0,0.746,0.029,-8.402,373005,brazil,1
A Cidade,Chico Science;Nação Zumbi,95.534,0.824,0.734,0.911,0.0559,0.00237,0.0606,0.0493,-9.932,286666,brazil,1
Não Há Barreiras - Ao Vivo,Eli Soares;Álvaro Tito,139.972,0.526,0.565,0.716,0.518,4.47e-06,0.715,0.0578,-9.087,264164,brazil,1
Sobre a Dúvida,Rosa de Saron;Leonardo Gonçalves,144.025,0.802,0.45,0.306,0.0165,0.0,0.243,0.0401,-4.531,279881,brazil,1
Minha Tristeza,Maneva,167.975,0.642,0.74,0.925,0.489,2.94e-06,0.0711,0.11,-5.887,208526,brazil,1
Be Someone,KVSH;Schillist;Ray X Ben,120.058,0.722,0.711,0.398,0.101,1.26e-05,0.628,0.202,-8.438,166005,brazil,1
She Doesn't Mind,Krmoni,126.02,0.816,0.736,0.466,0.0319,0.0,0.202,0.0732,-5.157,142619,brazil,1
Perder o Interesse,Knust;Luiz Lins;CMK,74.864,0.411,0.717,0.133,0.219,0.000298,0.172,0.162,-11.908,249597,brazil,1
Deus de Cerâmica,Dalsin;ALASKA,109.875,0.406,0.805,0.607,0.334,0.0,0.106,0.234,-10.846,159272,brazil,1
De Novo,Xamã;Bagua Records;Neo Beats,88.999,0.719,0.661,0.592,0.473,0.0,0.0914,0.0399,-3.747,145617,brazil,1
a todo vapor,Don L,83.087,0.595,0.381,0.316,0.352,0.002,0.398,0.125,-6.054,266685,brazil,1
Ouro Rosé II,UCLÃ;Peunubeat;Sueth;Duzz;Sobs,107.001,0.525,0.897,0.663,0.392,0.0,0.086,0.347,-8.147,283747,brazil,1
Cura-me,Fernanda Brum,145.963,0.604,0.46,0.136,0.332,0.0,0.0743,0.035,-5.26,310590,brazil,1
Cabelo Rapunzel,Kawe;KayBlack;Vulgo FK;Lucas Lucco;OTRAFITTA;Pedro Lotto,144.052,0.577,0.635,0.574,0.297,0.0,0.103,0.286,-5.913,253333,brazil,1
O último romântico,Lulu Santos,129.864,0.494,0.716,0.805,0.62,1.28e-05,0.303,0.0288,-14.118,252306,brazil,1
Banho de Piscina,Clarice Falcão,126.038,0.707,0.654,0.7,0.263,0.0,0.0736,0.0326,-5.103,202213,brazil,1
Melhor Que Ontem,Dow Raiz;Lino Krizz,172.015,0.798,0.731,0.898,0.0315,8.64e-05,0.274,0.294,-5.921,199284,brazil,1
Sonhos Gangsta,Flora Matos,87.961,0.652,0.67,0.861,0.112,0.0,0.383,0.191,-7.765,180870,brazil,1
Sk8 do Matheus,Froid,83.884,0.565,0.701,0.132,0.0222,0.0,0.11,0.124,-4.557,259757,brazil,1
Mundo Novo,Maneva,92.978,0.73,0.726,0.782,0.0855,0.0,0.229,0.146,-7.221,170831,brazil,1
Volta Logo Jesus,Rodrigo Azevedo;Fernandinho,135.683,0.533,0.366,0.296,0.195,0.0,0.101,0.0316,-6.501,229052,brazil,1
Hidropônica,Forfun,186.002,0.948,0.18,0.424,0.00422,4.51e-05,0.137,0.0853,-3.32,193546,brazil,1
Auxílio Emergencial do Rap,Coruja Bc1,92.178,0.637,0.807,0.846,0.0435,0.0,0.0653,0.424,-10.415,220434,brazil,1
Prioridade,Midian Lima,94.026,0.489,0.44,0.239,0.254,0.0,0.709,0.0392,-8.725,251611,brazil,1
"Você E Eu, Eu E Você (Juntinhos)",Tim Maia,125.791,0.858,0.791,0.872,0.114,0.0923,0.0781,0.072,-9.45,292670,brazil,0
Lembranças (Ao Vivo),Maneva,172.187,0.498,0.576,0.788,0.492,8.86e-06,0.973,0.0542,-10.775,202371,brazil,1
Quinta-Feira - Ao Vivo,Charlie Brown Jr.,147.975,0.834,0.394,0.834,0.142,0.00107,0.919,0.0632,-6.658,317160,brazil,1
Monstro invisível - Ao vivo,O Rappa,102.308,0.958,0.594,0.548,0.107,0.00306,0.921,0.058,-5.51,237725,brazil,0
Tudo a Ver Com Ele - Ao Vivo,Central 3;André Aquino,136.975,0.658,0.372,0.212,0.329,0.0,0.688,0.0404,-6.531,429127,brazil,1
Vem Neste Lugar - Ao Vivo,Klebson Kollins,130.011,0.578,0.377,0.0509,0.141,0.0039,0.13,0.0342,-7.623,306250,brazil,1
Redentor - Ao Vivo,Lukas Agustinho,134.106,0.632,0.312,0.342,0.0377,0.0,0.116,0.0507,-6.027,349267,brazil,1
1º De Julho - Ao Vivo,Cássia Eller,170.064,0.878,0.32,0.509,0.538,0.0,0.665,0.0909,-5.771,292306,brazil,1
Primeira Canção (Música dos Passarinhos),Isadora Pompeo,125.928,0.427,0.784,0.607,0.473,0.0,0.225,0.0356,-9.073,193453,brazil,1
Deus Está Fazendo,Fabiana Sinfrônio,114.976,0.372,0.701,0.109,0.414,0.0,0.0829,0.0362,-10.517,266294,brazil,1
Você não vai Parar,Samuel Messias,126.192,0.397,0.484,0.21,0.828,0.0,0.326,0.0341,-7.792,249475,brazil,1
Vida,Padre Fábio De Melo,120.103,0.305,0.629,0.263,0.778,0.0,0.117,0.0315,-13.996,231200,brazil,1
La Forza Della Vita,Renato Russo,78.49,0.625,0.391,0.443,0.312,0.0,0.117,0.0306,-5.285,316813,brazil,1
Mais Alto - Acústico,Fernandinho,138.982,0.442,0.513,0.12,0.589,0.0,0.128,0.0295,-7.597,273493,brazil,1
Fronteira (D.U.C.A.),O Rappa,177.986,0.921,0.555,0.814,0.253,3.31e-06,0.101,0.104,-5.541,331640,brazil,0
Se Tu Lutas Tu Conquistas,Somos Nós A Justiça,86.018,0.601,0.815,0.558,0.457,3.99e-06,0.111,0.246,-6.359,383426,brazil,1
Ainda é Tempo (feat. Anderson Freire),Marcos Freire;Anderson Freire,139.75,0.56,0.495,0.308,0.155,0.0,0.121,0.0387,-6.605,205000,brazil,1
Eu Vou Correr,Heloisa Rosa,125.063,0.722,0.554,0.278,0.00263,0.0,0.745,0.0325,-6.473,239013,brazil,1
Queima de Novo - Live,Tony Allysson,135.165,0.693,0.331,0.261,0.229,0.0,0.566,0.0647,-10.44,518067,brazil,1
Sacrifício e Adoração,Damares,142.144,0.631,0.433,0.334,0.284,0.0,0.0957,0.0318,-5.395,345933,brazil,1
"Yeshua, Nós Te Amamos - Ao Vivo",Jhonas Serra,137.001,0.856,0.452,0.0907,0.000561,0.0,0.43,0.0539,-5.495,354087,brazil,1
Música Urbana - Versão Alternativa,Capital Inicial,172.947,0.76,0.42,0.801,0.0056,0.000128,0.109,0.0771,-5.021,211000,brazil,1
Ciúme,Ultraje a Rigor,169.132,0.886,0.368,0.656,0.00588,0.000264,0.0834,0.0463,-6.938,242453,brazil,0
Não Precisa Mais Chorar,Pedro Henrique,125.173,0.271,0.573,0.314,0.483,0.0,0.122,0.0274,-9.598,260190,brazil,1
Primavera,Los Hermanos,200.332,0.624,0.339,0.408,0.421,1.36e-05,0.126,0.0313,-4.755,262040,brazil,1
Que Vença o Amor,Gerson Rufino,111.993,0.75,0.768,0.51,0.121,0.0,0.116,0.0295,-3.003,242882,brazil,1
Confisco - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,131.367,0.969,0.504,0.389,0.000395,0.154,0.96,0.11,-5.439,181333,brazil,1
Filho Do Deus Vivo - Ao Vivo,Nívea Soares,133.982,0.873,0.517,0.246,0.00218,4.8e-05,0.95,0.0349,-6.874,334400,brazil,1
Seja o Centro,Gabriel Brito,76.089,0.346,0.51,0.31,0.429,0.0,0.379,0.029,-7.442,211506,brazil,1
Formula Mágica da Paz - Ao Vivo,Racionais MC's,148.579,0.944,0.556,0.639,0.495,0.0,0.915,0.353,-3.955,680880,brazil,1
Garoto de Aluguel (Taxi Boy) [Ao Vivo],Zé Ramalho,96.238,0.835,0.551,0.432,0.00599,0.000124,0.921,0.0366,-8.013,296960,brazil,1
Não dá pra Explicar,FBC;VHOOR;Mariana Cavanellas,129.981,0.725,0.869,0.171,0.0357,2.6e-05,0.111,0.0522,-8.428,194644,brazil,1
Por Você,Frejat,122.87,0.33,0.622,0.376,0.464,0.0,0.0624,0.0291,-6.492,211816,brazil,1
Taxi Drive,Xamã;Bagua Records;CMK;Major RD,170.097,0.682,0.634,0.632,0.0554,0.0,0.194,0.375,-6.528,200470,brazil,1
Oi :),Lupa,139.998,0.679,0.559,0.587,5.71e-05,0.555,0.12,0.0349,-8.993,159428,brazil,1
Garota Radical,Cine,116.959,0.847,0.709,0.693,0.214,0.0,0.337,0.0364,-3.828,176480,brazil,1
Incomum - Ao Vivo,Luccas Carlos;Gee Rocha,117.127,0.337,0.584,0.545,0.866,0.0,0.852,0.0441,-8.116,242291,brazil,1
Presente de um Beija-Flor - Ao Vivo,Natiruts,137.199,0.623,0.686,0.775,0.333,0.0,0.625,0.0451,-7.566,286360,brazil,0
Porto Alegre,Fresno,79.911,0.76,0.405,0.181,0.0985,0.0,0.382,0.0332,-4.283,227973,brazil,0
"Oh, Quão Lindo Esse Nome É",Gabriel Guedes de Almeida,67.475,0.207,0.463,0.103,0.905,1.07e-05,0.0756,0.0386,-13.791,246727,brazil,1
Aurora Boreal (Ao Vivo),Rael,91.081,0.806,0.454,0.475,0.348,0.0,0.967,0.123,-7.58,243293,brazil,0
Puro Êxtase - Ao Vivo,Frejat,121.056,0.924,0.571,0.5,0.179,4.07e-06,0.719,0.197,-4.727,292186,brazil,1
Jardim,Fraternidade São João Paulo II;Ir. Samuel Maria,129.991,0.356,0.306,0.183,0.708,0.0,0.121,0.03,-11.555,494000,brazil,1
Doce Vampiro,Rita Lee;Roberto De Carvalho,135.481,0.493,0.626,0.831,0.366,0.000137,0.0873,0.0454,-14.668,268960,brazil,1
Só Tu és Santo / Pra Onde Eu Irei? / É Tudo Sobre Você - Ao Vivo,Dunamis Music;Rapha Gonçalves;MORADA,136.73,0.84,0.246,0.14,0.127,0.0,0.222,0.0591,-4.713,896445,brazil,1
Encontrei o Meu Lugar - Ao Vivo,Jhonas Serra;Gabriell Júnior,131.957,0.784,0.423,0.288,0.111,0.00017,0.947,0.0533,-6.015,406024,brazil,1
Toda Forma de Amor,Lulu Santos,137.87,0.832,0.676,0.83,0.14,7.5e-05,0.0758,0.0357,-5.628,223733,brazil,1
Melhor Lugar - Ao Vivo,Marcelo Markes;André Aquino,136.425,0.724,0.401,0.144,0.0757,4.17e-06,0.838,0.0351,-6.614,510982,brazil,1
Sutilmente - Ao Vivo,Nando Reis;Samuel Rosa,102.714,0.743,0.456,0.296,0.0513,0.00324,0.969,0.0379,-9.973,250282,brazil,1
Samurai - Ao Vivo,Projota,164.034,0.856,0.604,0.799,0.431,0.0,0.682,0.333,-7.143,263146,brazil,0
Getsêmani,Leonardo Gonçalves,129.948,0.496,0.533,0.268,0.721,4.64e-06,0.164,0.0474,-9.373,306580,brazil,1
Quero Mergulhar Nas Profundezas - Ao Vivo,Padre Marcelo Rossi,123.878,0.555,0.224,0.311,0.428,0.0,0.382,0.0398,-8.35,196413,brazil,1
Tu És Bom (Em Todo o Tempo),Eyshila;Fernandinho,151.934,0.563,0.381,0.198,0.514,2.12e-06,0.0828,0.0353,-8.896,352965,brazil,1
Uma Música,Fresno,125.073,0.921,0.606,0.681,0.0479,0.0,0.106,0.0299,-3.111,194040,brazil,0
Todas as Janelas,Jota Quest,82.969,0.561,0.582,0.412,0.0687,2.13e-05,0.0829,0.0293,-7.068,267333,brazil,1
Eu Te Devoro - Ao Vivo,Maneva,87.919,0.404,0.704,0.378,0.322,4.69e-05,0.0903,0.0464,-8.877,243189,brazil,1
Não Vou Me Adaptar - Ao Vivo,Nando Reis;Arnaldo Antunes,80.796,0.711,0.523,0.403,0.329,0.0482,0.751,0.0395,-8.151,269563,brazil,1
Um Tiro no Coração,Nando Reis;Pitty,132.098,0.776,0.766,0.576,0.184,0.0,0.113,0.0291,-5.381,302052,brazil,1
Golpe Baixo,Fabio Brazza;Vulto;Vitin,83.103,0.589,0.488,0.764,0.49,0.0,0.281,0.11,-8.809,204000,brazil,1
Salão de Festa a Vapor,Dazaranha,112.0,0.681,0.877,0.919,0.261,3.08e-06,0.312,0.0346,-4.754,239040,brazil,1
Segura Na Minha Mão,Jefferson & Suellen,130.042,0.502,0.384,0.147,0.486,0.0,0.511,0.0321,-6.905,391895,brazil,0
Bom Dia Vietnã,Puro Suco,89.865,0.713,0.7,0.614,0.22,0.0,0.115,0.402,-8.161,172941,brazil,1
